Row ID,Order ID,Order Date,Ship Date,Ship Mode
1866,US-2018-116659,12/11/2018,12/11/2018,Same Day
1867,CA-2018-118857,15/04/2018,18/04/2018,First Class
1868,CA-2016-127110,25/06/2016,1/7/2016,Standard Class
1869,CA-2016-127110,25/06/2016,1/7/2016,Standard Class
187,CA-2015-123260,26/08/2015,30/08/2015,Standard Class
1870,CA-2017-148201,26/08/2017,29/08/2017,Second Class
1871,CA-2015-116932,21/07/2015,25/07/2015,Standard Class
1872,CA-2015-116932,21/07/2015,25/07/2015,Standard Class
1873,CA-2015-116932,21/07/2015,25/07/2015,Standard Class
1874,CA-2018-142888,21/11/2018,25/11/2018,Standard Class
1875,CA-2015-147914,4/6/2015,9/6/2015,Standard Class
1876,US-2017-112977,10/3/2017,16/03/2017,Standard Class
1877,CA-2018-112039,25/03/2018,29/03/2018,Standard Class
1878,CA-2018-118885,29/12/2018,2/1/2019,Standard Class
1879,CA-2018-118885,29/12/2018,2/1/2019,Standard Class
188,CA-2017-157000,16/07/2017,22/07/2017,Standard Class
1880,US-2018-166611,28/03/2018,2/4/2018,Standard Class
1881,CA-2016-109512,5/3/2016,5/3/2016,Same Day
1882,CA-2016-109512,5/3/2016,5/3/2016,Same Day
1883,CA-2016-109512,5/3/2016,5/3/2016,Same Day
1884,CA-2017-118570,13/11/2017,17/11/2017,Standard Class
1885,CA-2018-154718,19/01/2018,23/01/2018,Second Class
1886,CA-2017-147578,22/04/2017,26/04/2017,Second Class
1887,CA-2015-140165,13/05/2015,15/05/2015,First Class
1888,CA-2015-140165,13/05/2015,15/05/2015,First Class
1889,CA-2015-142587,21/10/2015,22/10/2015,First Class
189,CA-2017-157000,16/07/2017,22/07/2017,Standard Class
1890,CA-2015-142587,21/10/2015,22/10/2015,First Class
1891,CA-2015-157623,14/03/2015,18/03/2015,Standard Class
1892,CA-2015-157623,14/03/2015,18/03/2015,Standard Class
1893,CA-2018-145310,22/12/2018,24/12/2018,Second Class
1894,CA-2017-100083,24/11/2017,29/11/2017,Standard Class
1895,US-2018-108063,2/12/2018,5/12/2018,First Class
1896,CA-2016-109197,31/12/2016,4/1/2017,Standard Class
1897,CA-2018-141789,3/10/2018,6/10/2018,First Class
1898,CA-2015-169775,29/08/2015,2/9/2015,Second Class
1899,CA-2015-169775,29/08/2015,2/9/2015,Second Class
19,CA-2015-143336,27/08/2015,1/9/2015,Second Class
190,CA-2016-102281,12/10/2016,14/10/2016,First Class
1900,CA-2015-169775,29/08/2015,2/9/2015,Second Class
1901,CA-2017-140543,29/06/2017,3/7/2017,Second Class
1902,CA-2017-151141,20/08/2017,23/08/2017,First Class
1903,CA-2018-167094,21/10/2018,22/10/2018,First Class
1904,CA-2018-167094,21/10/2018,22/10/2018,First Class
1905,CA-2018-167094,21/10/2018,22/10/2018,First Class
1906,CA-2018-154410,21/10/2018,24/10/2018,First Class
1907,US-2017-150567,17/05/2017,21/05/2017,Standard Class
1908,US-2017-150567,17/05/2017,21/05/2017,Standard Class
1909,CA-2016-157959,3/2/2016,4/2/2016,First Class
191,CA-2016-102281,12/10/2016,14/10/2016,First Class
1910,CA-2018-105886,18/12/2018,23/12/2018,Standard Class
1911,CA-2017-105963,15/11/2017,22/11/2017,Standard Class
1912,CA-2018-121503,3/7/2018,6/7/2018,Second Class
1913,CA-2018-121503,3/7/2018,6/7/2018,Second Class
1914,CA-2015-103366,15/01/2015,17/01/2015,First Class
1915,CA-2018-124597,30/04/2018,5/5/2018,Standard Class
1916,CA-2018-124597,30/04/2018,5/5/2018,Standard Class
1917,CA-2018-124597,30/04/2018,5/5/2018,Standard Class
1918,CA-2016-105634,8/11/2016,14/11/2016,Standard Class
1919,CA-2016-123673,30/10/2016,1/11/2016,Second Class
192,CA-2016-102281,12/10/2016,14/10/2016,First Class
1920,US-2018-111423,17/08/2018,19/08/2018,First Class
1921,US-2018-111423,17/08/2018,19/08/2018,First Class
1922,CA-2016-125178,3/10/2016,9/10/2016,Standard Class
1923,CA-2017-156685,8/7/2017,10/7/2017,Second Class
1924,CA-2017-156685,8/7/2017,10/7/2017,Second Class
1925,CA-2018-126865,5/12/2018,7/12/2018,Second Class
1926,CA-2018-102834,9/3/2018,13/03/2018,Standard Class
1927,US-2017-139710,9/6/2017,15/06/2017,Standard Class
1928,CA-2018-121538,28/11/2018,1/12/2018,First Class
1929,US-2018-101539,16/03/2018,18/03/2018,Second Class
193,CA-2016-102281,12/10/2016,14/10/2016,First Class
1930,US-2018-101539,16/03/2018,18/03/2018,Second Class
1931,US-2018-101539,16/03/2018,18/03/2018,Second Class
1932,CA-2017-152121,27/11/2017,29/11/2017,Second Class
1933,CA-2018-161200,6/8/2018,10/8/2018,Second Class
1934,CA-2018-161200,6/8/2018,10/8/2018,Second Class
1935,CA-2018-101245,27/11/2018,3/12/2018,Standard Class
1936,CA-2018-101245,27/11/2018,3/12/2018,Standard Class
1937,CA-2016-141768,25/05/2016,27/05/2016,Second Class
1938,CA-2017-112109,8/7/2017,12/7/2017,Standard Class
1939,CA-2017-112109,8/7/2017,12/7/2017,Standard Class
194,CA-2016-102281,12/10/2016,14/10/2016,First Class
1940,CA-2017-112109,8/7/2017,12/7/2017,Standard Class
1941,CA-2017-112109,8/7/2017,12/7/2017,Standard Class
1942,CA-2018-144064,29/08/2018,1/9/2018,First Class
1943,CA-2018-144064,29/08/2018,1/9/2018,First Class
1944,CA-2018-144064,29/08/2018,1/9/2018,First Class
1945,CA-2017-108581,20/06/2017,26/06/2017,Standard Class
1946,CA-2017-108581,20/06/2017,26/06/2017,Standard Class
1947,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1948,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1949,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
195,CA-2016-131457,31/10/2016,6/11/2016,Standard Class
1950,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1951,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1952,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1953,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1954,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1955,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1956,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1957,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1958,CA-2018-157987,2/9/2018,6/9/2018,Standard Class
1959,CA-2018-110905,10/9/2018,15/09/2018,Second Class
196,CA-2015-140004,21/03/2015,25/03/2015,Standard Class
1960,CA-2018-110905,10/9/2018,15/09/2018,Second Class
1961,CA-2018-110905,10/9/2018,15/09/2018,Second Class
1962,CA-2018-110905,10/9/2018,15/09/2018,Second Class
1963,CA-2018-110905,10/9/2018,15/09/2018,Second Class
1964,CA-2018-110905,10/9/2018,15/09/2018,Second Class
1965,CA-2018-110905,10/9/2018,15/09/2018,Second Class
1966,CA-2018-110905,10/9/2018,15/09/2018,Second Class
1967,CA-2018-165841,21/12/2018,28/12/2018,Standard Class
1968,CA-2018-165841,21/12/2018,28/12/2018,Standard Class
1969,CA-2018-165841,21/12/2018,28/12/2018,Standard Class
197,CA-2015-140004,21/03/2015,25/03/2015,Standard Class
1970,CA-2018-117485,23/09/2018,29/09/2018,Standard Class
1971,CA-2018-140242,6/5/2018,11/5/2018,Standard Class
1972,CA-2018-140242,6/5/2018,11/5/2018,Standard Class
1973,CA-2015-148950,14/12/2015,19/12/2015,Standard Class
1974,CA-2015-148950,14/12/2015,19/12/2015,Standard Class
1975,CA-2015-148950,14/12/2015,19/12/2015,Standard Class
1976,CA-2015-110408,18/10/2015,20/10/2015,Second Class
1977,CA-2015-110408,18/10/2015,20/10/2015,Second Class
1978,CA-2015-110408,18/10/2015,20/10/2015,Second Class
1979,CA-2016-109939,8/5/2016,12/5/2016,Standard Class
198,CA-2018-107720,6/11/2018,13/11/2018,Standard Class
1980,CA-2017-112669,14/04/2017,14/04/2017,Same Day
1981,CA-2017-112669,14/04/2017,14/04/2017,Same Day
1982,CA-2016-119592,14/12/2016,16/12/2016,Second Class
1983,CA-2015-122749,3/12/2015,9/12/2015,Standard Class
1984,CA-2015-164721,25/11/2015,27/11/2015,Second Class
1985,CA-2015-164721,25/11/2015,27/11/2015,Second Class
1986,CA-2015-164721,25/11/2015,27/11/2015,Second Class
1987,CA-2017-147417,25/07/2017,27/07/2017,First Class
1988,CA-2016-127509,9/11/2016,13/11/2016,Standard Class
1989,CA-2016-127509,9/11/2016,13/11/2016,Standard Class
199,US-2018-124303,6/7/2018,13/07/2018,Standard Class
1990,CA-2016-127509,9/11/2016,13/11/2016,Standard Class
1991,CA-2016-127509,9/11/2016,13/11/2016,Standard Class
1992,CA-2018-111374,24/02/2018,28/02/2018,Standard Class
1993,CA-2018-133648,25/06/2018,2/7/2018,Standard Class
1994,CA-2018-133648,25/06/2018,2/7/2018,Standard Class
1995,CA-2018-133648,25/06/2018,2/7/2018,Standard Class
1996,US-2018-147221,2/12/2018,4/12/2018,Second Class
1997,US-2018-147221,2/12/2018,4/12/2018,Second Class
1998,CA-2015-131905,6/2/2015,9/2/2015,First Class
1999,CA-2015-131905,6/2/2015,9/2/2015,First Class
2,CA-2017-152156,8/11/2017,11/11/2017,Second Class
20,CA-2015-143336,27/08/2015,1/9/2015,Second Class
200,US-2018-124303,6/7/2018,13/07/2018,Standard Class
2000,CA-2015-131905,6/2/2015,9/2/2015,First Class
2001,CA-2018-166128,11/4/2018,18/04/2018,Standard Class
2002,CA-2018-166128,11/4/2018,18/04/2018,Standard Class
2003,CA-2018-163510,25/12/2018,28/12/2018,Second Class
2004,CA-2018-163510,25/12/2018,28/12/2018,Second Class
2005,US-2018-143028,11/4/2018,18/04/2018,Standard Class
2006,CA-2015-111150,31/12/2015,4/1/2016,Standard Class
2007,CA-2015-111150,31/12/2015,4/1/2016,Standard Class
2008,CA-2018-165386,3/8/2018,4/8/2018,First Class
2009,CA-2015-116407,15/11/2015,21/11/2015,Standard Class
201,CA-2018-105074,24/06/2018,29/06/2018,Standard Class
2010,CA-2015-116407,15/11/2015,21/11/2015,Standard Class
2011,CA-2015-116407,15/11/2015,21/11/2015,Standard Class
2012,CA-2016-155761,11/12/2016,11/12/2016,Same Day
2013,CA-2016-155761,11/12/2016,11/12/2016,Same Day
2014,CA-2017-145905,18/09/2017,23/09/2017,Standard Class
2015,CA-2017-145905,18/09/2017,23/09/2017,Standard Class
2016,CA-2017-145905,18/09/2017,23/09/2017,Standard Class
2017,CA-2016-113110,19/03/2016,23/03/2016,Standard Class
2018,CA-2016-113110,19/03/2016,23/03/2016,Standard Class
2019,CA-2016-113110,19/03/2016,23/03/2016,Standard Class
202,CA-2015-133690,3/8/2015,5/8/2015,First Class
2020,CA-2016-113110,19/03/2016,23/03/2016,Standard Class
2021,CA-2017-168354,19/09/2017,21/09/2017,First Class
2022,CA-2017-168354,19/09/2017,21/09/2017,First Class
2023,CA-2017-168354,19/09/2017,21/09/2017,First Class
2024,CA-2017-168354,19/09/2017,21/09/2017,First Class
2025,US-2018-111241,20/08/2018,22/08/2018,Second Class
2026,CA-2016-114237,13/03/2016,15/03/2016,First Class
2027,CA-2017-113516,8/9/2017,10/9/2017,Second Class
2028,CA-2017-113516,8/9/2017,10/9/2017,Second Class
2029,CA-2016-117961,26/11/2016,30/11/2016,Standard Class
203,CA-2015-133690,3/8/2015,5/8/2015,First Class
2030,CA-2016-117961,26/11/2016,30/11/2016,Standard Class
2031,CA-2016-117961,26/11/2016,30/11/2016,Standard Class
2032,CA-2016-117961,26/11/2016,30/11/2016,Standard Class
2033,CA-2017-128923,9/12/2017,13/12/2017,Standard Class
2034,CA-2017-128923,9/12/2017,13/12/2017,Standard Class
2035,CA-2018-162481,25/09/2018,29/09/2018,Standard Class
2036,CA-2018-162481,25/09/2018,29/09/2018,Standard Class
2037,CA-2016-119214,23/01/2016,27/01/2016,Standard Class
2038,CA-2016-119214,23/01/2016,27/01/2016,Standard Class
2039,CA-2016-122287,18/06/2016,23/06/2016,Standard Class
204,US-2018-116701,17/12/2018,21/12/2018,Second Class
2040,CA-2016-122287,18/06/2016,23/06/2016,Standard Class
2041,CA-2016-122287,18/06/2016,23/06/2016,Standard Class
2042,CA-2016-122287,18/06/2016,23/06/2016,Standard Class
2043,CA-2016-104493,2/10/2016,8/10/2016,Standard Class
2044,US-2018-158946,18/11/2018,23/11/2018,Standard Class
2045,CA-2015-129168,17/08/2015,23/08/2015,Standard Class
2046,CA-2017-131835,17/07/2017,21/07/2017,Standard Class
2047,CA-2017-131835,17/07/2017,21/07/2017,Standard Class
2048,CA-2017-131835,17/07/2017,21/07/2017,Standard Class
2049,CA-2016-142237,11/7/2016,13/07/2016,First Class
205,CA-2018-126382,3/6/2018,7/6/2018,Standard Class
2050,CA-2016-142237,11/7/2016,13/07/2016,First Class
2051,CA-2016-142237,11/7/2016,13/07/2016,First Class
2052,CA-2016-142237,11/7/2016,13/07/2016,First Class
2053,CA-2016-142237,11/7/2016,13/07/2016,First Class
2054,CA-2016-142237,11/7/2016,13/07/2016,First Class
2055,CA-2017-136434,1/12/2017,7/12/2017,Standard Class
2056,CA-2018-120376,22/12/2018,25/12/2018,First Class
2057,CA-2018-120376,22/12/2018,25/12/2018,First Class
2058,CA-2018-120376,22/12/2018,25/12/2018,First Class
2059,CA-2018-120376,22/12/2018,25/12/2018,First Class
206,CA-2018-108329,9/12/2018,14/12/2018,Standard Class
2060,CA-2015-106439,31/10/2015,4/11/2015,Standard Class
2061,CA-2015-106439,31/10/2015,4/11/2015,Standard Class
2062,CA-2015-106439,31/10/2015,4/11/2015,Standard Class
2063,CA-2015-106439,31/10/2015,4/11/2015,Standard Class
2064,CA-2015-106439,31/10/2015,4/11/2015,Standard Class
2065,CA-2015-106439,31/10/2015,4/11/2015,Standard Class
2066,CA-2015-106439,31/10/2015,4/11/2015,Standard Class
2067,CA-2015-106439,31/10/2015,4/11/2015,Standard Class
2068,CA-2015-106439,31/10/2015,4/11/2015,Standard Class
2069,CA-2016-133452,13/04/2016,19/04/2016,Standard Class
207,CA-2018-135860,1/12/2018,7/12/2018,Standard Class
2070,CA-2016-133452,13/04/2016,19/04/2016,Standard Class
2071,CA-2017-146521,21/07/2017,23/07/2017,Second Class
2072,US-2018-110996,20/11/2018,25/11/2018,Standard Class
2073,CA-2017-129693,26/11/2017,2/12/2017,Standard Class
2074,CA-2018-122504,7/11/2018,12/11/2018,Second Class
2075,CA-2018-122504,7/11/2018,12/11/2018,Second Class
2076,CA-2015-131051,1/12/2015,5/12/2015,Standard Class
2077,CA-2018-140676,12/9/2018,15/09/2018,First Class
2078,CA-2018-140676,12/9/2018,15/09/2018,First Class
2079,CA-2018-140676,12/9/2018,15/09/2018,First Class
208,CA-2018-135860,1/12/2018,7/12/2018,Standard Class
2080,CA-2016-120103,24/12/2016,29/12/2016,Standard Class
2081,CA-2016-120103,24/12/2016,29/12/2016,Standard Class
2082,CA-2016-120103,24/12/2016,29/12/2016,Standard Class
2083,CA-2018-104647,23/02/2018,1/3/2018,Standard Class
2084,CA-2015-110352,23/11/2015,29/11/2015,Standard Class
2085,CA-2017-140501,23/06/2017,28/06/2017,Standard Class
2086,CA-2017-140501,23/06/2017,28/06/2017,Standard Class
2087,CA-2017-140501,23/06/2017,28/06/2017,Standard Class
2088,CA-2017-140501,23/06/2017,28/06/2017,Standard Class
2089,CA-2017-140501,23/06/2017,28/06/2017,Standard Class
209,CA-2018-135860,1/12/2018,7/12/2018,Standard Class
2090,CA-2016-139290,26/10/2016,30/10/2016,Standard Class
2091,CA-2018-166142,15/07/2018,19/07/2018,Standard Class
2092,CA-2018-166142,15/07/2018,19/07/2018,Standard Class
2093,CA-2015-145926,17/11/2015,21/11/2015,Standard Class
2094,CA-2016-149678,13/04/2016,15/04/2016,Second Class
2095,US-2016-164357,25/11/2016,29/11/2016,Standard Class
2096,US-2017-146570,15/05/2017,20/05/2017,Standard Class
2097,US-2017-146570,15/05/2017,20/05/2017,Standard Class
2098,US-2017-146570,15/05/2017,20/05/2017,Standard Class
2099,CA-2018-124401,7/9/2018,12/9/2018,Standard Class
21,CA-2015-143336,27/08/2015,1/9/2015,Second Class
210,CA-2018-135860,1/12/2018,7/12/2018,Standard Class
2100,CA-2018-124401,7/9/2018,12/9/2018,Standard Class
2101,US-2015-140116,10/3/2015,17/03/2015,Standard Class
2102,US-2015-140116,10/3/2015,17/03/2015,Standard Class
2103,CA-2015-123295,18/07/2015,18/07/2015,Same Day
2104,CA-2018-167101,24/03/2018,28/03/2018,Second Class
2105,CA-2018-167101,24/03/2018,28/03/2018,Second Class
2106,US-2015-167633,30/09/2015,5/10/2015,Standard Class
2107,US-2015-152723,26/09/2015,26/09/2015,Same Day
2108,CA-2016-164882,31/10/2016,31/10/2016,Same Day
2109,CA-2016-164882,31/10/2016,31/10/2016,Same Day
211,CA-2018-135860,1/12/2018,7/12/2018,Standard Class
2110,CA-2016-164882,31/10/2016,31/10/2016,Same Day
2111,CA-2016-164882,31/10/2016,31/10/2016,Same Day
2112,CA-2016-164882,31/10/2016,31/10/2016,Same Day
2113,CA-2016-164882,31/10/2016,31/10/2016,Same Day
2114,CA-2016-164882,31/10/2016,31/10/2016,Same Day
2115,CA-2016-164882,31/10/2016,31/10/2016,Same Day
2116,CA-2016-164882,31/10/2016,31/10/2016,Same Day
2117,CA-2016-159786,12/10/2016,17/10/2016,Second Class
2118,CA-2017-130267,19/09/2017,23/09/2017,Standard Class
2119,CA-2018-155460,13/04/2018,15/04/2018,First Class
212,CA-2016-101007,9/2/2016,13/02/2016,Second Class
2120,CA-2018-155460,13/04/2018,15/04/2018,First Class
2121,US-2018-168690,7/1/2018,13/01/2018,Standard Class
2122,CA-2018-158246,9/11/2018,11/11/2018,First Class
2123,CA-2018-167381,22/09/2018,24/09/2018,Second Class
2124,CA-2018-167381,22/09/2018,24/09/2018,Second Class
2125,CA-2018-144862,1/12/2018,5/12/2018,Standard Class
2126,CA-2018-144862,1/12/2018,5/12/2018,Standard Class
2127,CA-2015-126032,23/06/2015,28/06/2015,Standard Class
2128,CA-2016-134859,4/10/2016,9/10/2016,Standard Class
2129,CA-2016-134859,4/10/2016,9/10/2016,Standard Class
213,CA-2016-146262,2/1/2016,9/1/2016,Standard Class
2130,US-2015-114188,20/05/2015,22/05/2015,Second Class
2131,US-2015-114188,20/05/2015,22/05/2015,Second Class
2132,US-2015-114188,20/05/2015,22/05/2015,Second Class
2133,CA-2016-156524,20/11/2016,26/11/2016,Standard Class
2134,CA-2016-122210,30/11/2016,4/12/2016,Standard Class
2135,CA-2016-122210,30/11/2016,4/12/2016,Standard Class
2136,CA-2016-122210,30/11/2016,4/12/2016,Standard Class
2137,CA-2016-156377,31/12/2016,5/1/2017,Standard Class
2138,CA-2016-156377,31/12/2016,5/1/2017,Standard Class
2139,US-2018-157896,16/11/2018,16/11/2018,Same Day
214,CA-2016-146262,2/1/2016,9/1/2016,Standard Class
2140,CA-2015-159520,6/6/2015,11/6/2015,Standard Class
2141,CA-2015-159520,6/6/2015,11/6/2015,Standard Class
2142,CA-2015-159520,6/6/2015,11/6/2015,Standard Class
2143,CA-2017-155481,1/9/2017,5/9/2017,Standard Class
2144,CA-2017-155481,1/9/2017,5/9/2017,Standard Class
2145,CA-2017-155481,1/9/2017,5/9/2017,Standard Class
2146,US-2017-152051,25/06/2017,29/06/2017,Standard Class
2147,US-2017-152051,25/06/2017,29/06/2017,Standard Class
2148,US-2017-152051,25/06/2017,29/06/2017,Standard Class
2149,CA-2015-141607,12/12/2015,17/12/2015,Standard Class
215,CA-2016-146262,2/1/2016,9/1/2016,Standard Class
2150,CA-2018-102771,31/03/2018,5/4/2018,Standard Class
2151,US-2018-139969,19/11/2018,26/11/2018,Standard Class
2152,CA-2015-167360,24/11/2015,29/11/2015,Second Class
2153,CA-2016-123505,22/11/2016,26/11/2016,Standard Class
2154,CA-2017-117282,14/07/2017,18/07/2017,Standard Class
2155,US-2017-120460,30/04/2017,5/5/2017,Standard Class
2156,CA-2017-111115,25/07/2017,27/07/2017,Second Class
2157,CA-2015-124646,22/06/2015,24/06/2015,First Class
2158,CA-2015-124646,22/06/2015,24/06/2015,First Class
2159,CA-2018-148166,21/10/2018,26/10/2018,Standard Class
216,CA-2016-146262,2/1/2016,9/1/2016,Standard Class
2160,CA-2017-159737,3/9/2017,9/9/2017,Standard Class
2161,CA-2017-141019,14/05/2017,14/05/2017,Same Day
2162,CA-2017-101938,7/1/2017,12/1/2017,Standard Class
2163,CA-2018-166296,13/03/2018,19/03/2018,Standard Class
2164,CA-2017-154018,13/10/2017,19/10/2017,Standard Class
2165,CA-2017-154018,13/10/2017,19/10/2017,Standard Class
2166,CA-2017-154018,13/10/2017,19/10/2017,Standard Class
2167,CA-2017-154018,13/10/2017,19/10/2017,Standard Class
2168,CA-2017-154018,13/10/2017,19/10/2017,Standard Class
2169,CA-2018-117870,27/01/2018,30/01/2018,Second Class
217,CA-2016-146262,2/1/2016,9/1/2016,Standard Class
2170,CA-2018-117870,27/01/2018,30/01/2018,Second Class
2171,CA-2018-117870,27/01/2018,30/01/2018,Second Class
2172,US-2018-137491,19/11/2018,25/11/2018,Standard Class
2173,CA-2015-152296,1/8/2015,3/8/2015,First Class
2174,CA-2017-112025,30/07/2017,4/8/2017,Standard Class
2175,CA-2016-132507,30/07/2016,3/8/2016,Second Class
2176,CA-2017-125738,15/10/2017,21/10/2017,Standard Class
2177,CA-2017-125738,15/10/2017,21/10/2017,Standard Class
2178,CA-2017-125738,15/10/2017,21/10/2017,Standard Class
2179,CA-2017-125738,15/10/2017,21/10/2017,Standard Class
218,CA-2017-130162,28/10/2017,1/11/2017,Standard Class
2180,CA-2017-128818,7/5/2017,11/5/2017,Standard Class
2181,CA-2017-128818,7/5/2017,11/5/2017,Standard Class
2182,CA-2017-128818,7/5/2017,11/5/2017,Standard Class
2183,CA-2017-128818,7/5/2017,11/5/2017,Standard Class
2184,CA-2017-128818,7/5/2017,11/5/2017,Standard Class
2185,CA-2017-128818,7/5/2017,11/5/2017,Standard Class
2186,CA-2018-124576,1/8/2018,4/8/2018,Second Class
2187,CA-2017-101378,14/07/2017,14/07/2017,Same Day
2188,CA-2018-143063,10/8/2018,15/08/2018,Standard Class
2189,CA-2018-143063,10/8/2018,15/08/2018,Standard Class
219,CA-2017-130162,28/10/2017,1/11/2017,Standard Class
2190,CA-2018-143063,10/8/2018,15/08/2018,Standard Class
2191,CA-2017-118913,25/06/2017,29/06/2017,Standard Class
2192,CA-2017-128412,10/12/2017,17/12/2017,Standard Class
2193,CA-2017-128412,10/12/2017,17/12/2017,Standard Class
2194,CA-2017-128412,10/12/2017,17/12/2017,Standard Class
2195,CA-2017-128412,10/12/2017,17/12/2017,Standard Class
2196,CA-2017-128412,10/12/2017,17/12/2017,Standard Class
2197,CA-2017-136483,1/12/2017,6/12/2017,Standard Class
2198,CA-2015-163013,28/11/2015,4/12/2015,Standard Class
2199,CA-2016-135363,28/03/2016,2/4/2016,Standard Class
22,CA-2017-137330,9/12/2017,13/12/2017,Standard Class
220,CA-2016-169397,24/12/2016,27/12/2016,First Class
2200,CA-2016-135363,28/03/2016,2/4/2016,Standard Class
2201,US-2015-165659,1/6/2015,6/6/2015,Standard Class
2202,US-2015-165659,1/6/2015,6/6/2015,Standard Class
2203,CA-2016-138002,6/9/2016,12/9/2016,Standard Class
2204,CA-2016-138002,6/9/2016,12/9/2016,Standard Class
2205,CA-2016-128860,29/06/2016,5/7/2016,Standard Class
2206,CA-2017-164350,10/9/2017,12/9/2017,Second Class
2207,US-2015-103905,14/07/2015,20/07/2015,Standard Class
2208,US-2015-103905,14/07/2015,20/07/2015,Standard Class
2209,CA-2016-129854,22/08/2016,26/08/2016,Standard Class
221,CA-2016-169397,24/12/2016,27/12/2016,First Class
2210,CA-2015-125556,14/11/2015,16/11/2015,Second Class
2211,CA-2015-125556,14/11/2015,16/11/2015,Second Class
2212,CA-2017-162313,27/11/2017,30/11/2017,First Class
2213,CA-2018-107874,21/11/2018,25/11/2018,Standard Class
2214,CA-2018-129378,1/10/2018,2/10/2018,First Class
2215,CA-2018-129378,1/10/2018,2/10/2018,First Class
2216,CA-2018-129378,1/10/2018,2/10/2018,First Class
2217,CA-2018-129378,1/10/2018,2/10/2018,First Class
2218,CA-2015-151953,20/09/2015,25/09/2015,Standard Class
2219,CA-2018-130841,28/07/2018,1/8/2018,Standard Class
222,CA-2016-169397,24/12/2016,27/12/2016,First Class
2220,CA-2018-130841,28/07/2018,1/8/2018,Standard Class
2221,CA-2018-130841,28/07/2018,1/8/2018,Standard Class
2222,CA-2016-131884,6/12/2016,6/12/2016,Same Day
2223,CA-2016-131884,6/12/2016,6/12/2016,Same Day
2224,CA-2016-131884,6/12/2016,6/12/2016,Same Day
2225,CA-2018-121909,31/07/2018,5/8/2018,Standard Class
2226,CA-2017-106383,19/03/2017,21/03/2017,Second Class
2227,CA-2018-130771,29/07/2018,3/8/2018,Standard Class
2228,CA-2018-130771,29/07/2018,3/8/2018,Standard Class
2229,CA-2017-139157,1/10/2017,5/10/2017,Standard Class
223,CA-2016-169397,24/12/2016,27/12/2016,First Class
2230,CA-2015-128055,31/03/2015,5/4/2015,Standard Class
2231,CA-2015-128055,31/03/2015,5/4/2015,Standard Class
2232,CA-2018-157091,26/06/2018,1/7/2018,Standard Class
2233,CA-2018-132122,9/7/2018,14/07/2018,Standard Class
2234,CA-2016-123232,14/12/2016,16/12/2016,Second Class
2235,CA-2018-104066,5/12/2018,10/12/2018,Standard Class
2236,CA-2016-145849,15/09/2016,17/09/2016,Second Class
2237,CA-2016-145849,15/09/2016,17/09/2016,Second Class
2238,CA-2017-122322,15/07/2017,21/07/2017,Standard Class
2239,CA-2018-166849,20/04/2018,26/04/2018,Standard Class
224,CA-2016-169397,24/12/2016,27/12/2016,First Class
2240,CA-2017-146633,15/11/2017,17/11/2017,Second Class
2241,CA-2017-146633,15/11/2017,17/11/2017,Second Class
2242,US-2017-126893,26/11/2017,1/12/2017,Standard Class
2243,CA-2018-103380,21/11/2018,25/11/2018,Standard Class
2244,CA-2018-103380,21/11/2018,25/11/2018,Standard Class
2245,CA-2018-103380,21/11/2018,25/11/2018,Standard Class
2246,CA-2018-103380,21/11/2018,25/11/2018,Standard Class
2247,CA-2018-103380,21/11/2018,25/11/2018,Standard Class
2248,CA-2016-116092,15/02/2016,18/02/2016,Second Class
2249,CA-2016-116092,15/02/2016,18/02/2016,Second Class
225,CA-2016-169397,24/12/2016,27/12/2016,First Class
2250,CA-2016-116092,15/02/2016,18/02/2016,Second Class
2251,CA-2016-116092,15/02/2016,18/02/2016,Second Class
2252,CA-2016-116092,15/02/2016,18/02/2016,Second Class
2253,CA-2017-117849,15/04/2017,17/04/2017,Second Class
2254,CA-2016-169201,28/09/2016,1/10/2016,First Class
2255,CA-2016-169201,28/09/2016,1/10/2016,First Class
2256,CA-2017-164091,17/09/2017,22/09/2017,Standard Class
2257,CA-2017-164091,17/09/2017,22/09/2017,Standard Class
2258,CA-2018-105214,16/06/2018,19/06/2018,First Class
2259,CA-2018-105214,16/06/2018,19/06/2018,First Class
226,CA-2016-163055,9/8/2016,16/08/2016,Standard Class
2260,CA-2016-117611,8/11/2016,10/11/2016,Second Class
2261,CA-2016-117611,8/11/2016,10/11/2016,Second Class
2262,US-2016-137960,18/12/2016,18/12/2016,Same Day
2263,CA-2018-122994,6/2/2018,9/2/2018,First Class
2264,CA-2017-131065,14/11/2017,16/11/2017,Second Class
2265,CA-2017-131065,14/11/2017,16/11/2017,Second Class
2266,CA-2017-131065,14/11/2017,16/11/2017,Second Class
2267,CA-2018-149146,12/10/2018,12/10/2018,Same Day
